D³ugoœæ;G³êbokoœæ;Wysokoœæ;;Cena katalogowa 2022;Cena katalogowa 11.2021;Ró¿nica 11.2021-12.2021;;
1300;300;230;3180.133-K;810;691;17;3180;
1400;300;230;3180.143-K;834;709;18;3180;
1500;300;230;3180.153-K;858;727;18;3180;
1600;300;230;3180.163-K;882;745;18;3180;
1700;300;230;3180.173-K;906;763;19;3180;
1800;300;230;3180.183-K;931;781;19;3180;
1900;300;230;3180.193-K;955;799;19;3180;
2000;300;230;3180.203-K;979;817;20;3180;
2100;300;230;3180.213-K;1078;903;19;3180;
2200;300;230;3180.223-K;1102;921;20;3180;
2300;300;230;3180.233-K;1126;939;20;3180;
2400;300;230;3180.243-K;1150;957;20;3180;
2500;300;230;3180.253-K;1174;975;20;3180;
2600;300;230;3180.263-K;1198;993;21;3180;
2700;300;230;3180.273-K;1222;1011;21;3180;
2800;300;230;3180.283-K;1246;1029;21;3180;
2900;300;230;3180.293-K;1271;1047;21;3180;
400;400;230;3180.044-K;559;493;13;3180;
500;400;230;3180.054-K;589;515;14;3180;
600;400;230;3180.064-K;620;538;15;3180;
700;400;230;3180.074-K;650;561;16;3180;
800;400;230;3180.084-K;681;584;17;3180;
900;400;230;3180.094-K;711;607;17;3180;
1000;400;230;3180.104-K;742;630;18;3180;
1100;400;230;3180.114-K;773;652;18;3180;
1200;400;230;3180.124-K;803;675;19;3180;
1300;400;230;3180.134-K;914;770;19;3180;
1400;400;230;3180.144-K;944;793;19;3180;
1500;400;230;3180.154-K;975;816;19;3180;
1600;400;230;3180.164-K;1006;839;20;3180;
1700;400;230;3180.174-K;1037;862;20;3180;
1800;400;230;3180.184-K;1067;885;21;3180;
1900;400;230;3180.194-K;1098;908;21;3180;
2000;400;230;3180.204-K;1128;930;21;3180;
2100;400;230;3180.214-K;1239;1025;21;3180;
2200;400;230;3180.224-K;1269;1048;21;3180;
2300;400;230;3180.234-K;1300;1071;21;3180;
2400;400;230;3180.244-K;1330;1094;22;3180;
2500;400;230;3180.254-K;1361;1117;22;3180;
2600;400;230;3180.264-K;1392;1139;22;3180;
2700;400;230;3180.274-K;1422;1163;22;3180;
2800;400;230;3180.284-K;1453;1185;23;3180;
2900;400;230;3181.294-K;1484;1208;23;3181;
500;500;1800;3097.055/1-U;4984;4017;24;3097;
600;500;1800;3097.065/1-U;5124;4121;24;3097;
500;600;1800;3097.056/1-U;5233;4203;25;3097;
600;600;1800;3097.066/1-U;5381;4313;25;3097;
500;700;1800;3097.057/1-U;5480;4386;25;3097;
600;700;1800;3097.067/1-U;5635;4501;25;3097;
500;800;1800;3097.058/1-U;5726;4569;25;3097;
600;800;1800;3097.068/1-U;5889;4689;26;3097;
500;500;2000;3097.055/2-U;5214;4189;24;3097;
600;500;2000;3097.065/2-U;5361;4298;25;3097;
500;600;2000;3097.056/2-U;5475;4382;25;3097;
600;600;2000;3097.066/2-U;5630;4498;25;3097;
500;700;2000;3097.057/2-U;5737;4577;25;3097;
600;700;2000;3097.067/2-U;5899;4697;26;3097;
500;800;2000;3097.058/2-U;5998;4771;26;3097;
600;800;2000;3097.068/2-U;6143;4878;26;3097;
